sample_code;Code;FW..g.;DW..g.;Bark....;Water.content..g.;Water.percentage;Plot;SubPlot;Class;Species;DiamClass;sample_density;Ntotal (g/100g);Ctotal (g/100g);Al (mg/Kg);As (mg/Kg);Be (mg/Kg);Bi (mg/Kg);B (mg/Kg);Ca (g/100g);Cd (mg/Kg);Co (mg/Kg);Cr (mg/Kg);Cu (mg/Kg);Fe (mg/Kg);K (g/100g);La (mg/Kg);Li (mg/Kg);Mg (g/100g);Mn (mg/Kg);Mo (mg/Kg);Na (g/100g);Ni (mg/Kg);Pb (mg/Kg);P (g/100g);Rb (mg/Kg);Sb (mg/Kg);Se (mg/Kg);Si (mg/Kg);S (g/100g);Sr (mg/Kg);Ti (mg/Kg);Tl (mg/Kg);V (mg/Kg);Zn (mg/Kg)
7;11AA1;3126.7;201.76;96;2924.94;93.54719033;1;1;1;AA;10;328.8176775;0.10028;46.92;6.132739212;4.69E-02;<0,01;<0,01;<0,01;0.042026266;0.164165103;<0,01;4.69E-02;2.450750469;6.179643527;0.088719512;<0,01;2.35E-02;0.010272045;38.8250469;<0,01;1.05E-03;0.152439024;0.515947467;0.003125;1.782363977;<0,01;<0,01;12.3358349;0.004848734;2.896341463;0.316604128;<0,01;<0,01;5.112570356
43;12AA1;191.9;150.05;100;41.85;21.80823345;1;2;1;AA;10;427.8706502;0.11;48.215;28.4713509;<0,01;<0,01;<0,01;<0,01;0.113341698;9.41E-02;<0,01;0.428690924;1.150146382;9.713508992;0.087672522;<0,01;<0,01;0.015809285;54.31827687;<0,01;4.09E-04;6.27E-02;0.627352572;0.005202844;1.589293183;8.36E-02;<0,01;21.06859055;0.008374111;5.719364283;0.637808448;2.289836888;<0,01;10.17356754
79;13AA1;459;302.82;90;156.18;34.02614379;1;3;1;AA;10;485.7173078;0.1891;47.7;10.75221239;<0,01;<0,01;<0,01;<0,01;0.070652655;9.96E-02;1.11E-02;<0,01;1.150442478;2.522123894;0.112721239;<0,01;8.85E-02;0.012278761;44.4579646;<0,01;<0,01;<0,01;0.298672566;0.00360177;2.444690265;<0,01;<0,01;5.674778761;0.006337389;4.258849558;0.298672566;<0,01;<0,01;7.345132743
115;14AA1;478.7;302.63;100;176.07;36.78086484;1;4;1;AA;10;447.3562075;0.145;48.94;14.8593899;<0,01;<0,01;<0,01;<0,01;0.060855577;8.34E-02;<0,01;3.57E-02;0.81029552;74.02287893;0.150142993;<0,01;0.20257388;0.012094852;35.36701621;<0,01;<0,01;<0,01;0.333651096;0.004536463;3.372259295;<0,01;<0,01;20.31696854;0.005798379;3.717826501;0.726882745;<0,01;<0,01;4.671115348
127;15AA1;561;351.36;100;209.64;37.36898396;1;5;1;AA;10;498.2907624;0.16805;49.03;6.871455577;<0,01;<0,01;<0,01;<0,01;0.065406427;<0,01;<0,01;<0,01;0.538752363;1.001890359;0.143572779;<0,01;<0,01;0.013137996;37.23062382;<0,01;2.48E-04;<0,01;0.160680529;0.002067108;2.41020794;<0,01;<0,01;40.76559546;0.00579017;3.894139887;0.72778828;2.003780718;<0,01;5.179584121
140;31AA1;496.6;285.63;98;210.97;42.48288361;3;1;1;AA;10;423.8394163;0.1887;50.77;4.918032787;<0,01;<0,01;<0,01;<0,01;0.068627049;5.12E-02;5.12E-02;0.12295082;0.840163934;2.551229508;0.159836066;<0,01;3.07E-02;0.018401639;18.7704918;<0,01;<0,01;<0,01;6.15E-02;0.001455943;2.274590164;<0,01;<0,01;6.803278689;0.005904713;3.534836066;0.368852459;<0,01;<0,01;2.459016393
152;32AA1;430.1;234.08;95;196.02;45.57544757;3;2;1;AA;10;412.2249301;0.15502;48.52;16.77970065;0.116931712;<0,01;<0,01;<0,01;0.118451824;0.163704397;7.02E-02;2.34E-02;1.531805426;9.857343312;0.192352666;<0,01;0.280636109;0.021796071;33.17352666;<0,01;8.02E-04;5.85E-02;0.19878391;0.007811038;2.701122544;<0,01;<0,01;77.97006548;0.01092493;5.81150608;2.022918616;<0,01;<0,01;4.981290926
164;33AA1;2230;242.93;93;1987.07;89.10627803;3;3;1;AA;10;413.9267836;0.2335;47.63;5.128458498;<0,01;<0,01;<0,01;<0,01;0.04229249;3.95E-02;<0,01;6.92E-02;0.958498024;2.608695652;0.067322134;<0,01;0.187747036;0.012213439;19.03162055;<0,01;<0,01;0.108695652;0.148221344;0.001604743;1.314229249;<0,01;<0,01;9.328063241;0.005800395;3.37944664;0.158102767;<0,01;<0,01;2.588932806
176;34AA1;303.8;194.45;97;109.35;35.99407505;3;4;1;AA;10;475.9350816;0.10062;48.857;30.03144654;4.19E-02;<0,01;<0,01;<0,01;0.044633124;7.34E-02;1.05E-02;6.29E-02;0.974842767;11.29979036;0.084119497;<0,01;0.146750524;0.011446541;20.6918239;<0,01;3.92E-04;2.10E-02;0.178197065;0.001249476;1.41509434;<0,01;<0,01;164.2557652;0.005942348;3.57442348;3.888888889;<0,01;<0,01;2.389937107
188;35AA1;434.6;231.93;98;202.67;46.63368615;3;5;1;AA;10;406.7456795;0.1042;47.99;9.674615002;<0,01;<0,01;<0,01;<0,01;0.060606061;0.136612022;<0,01;0.173869846;1.453055142;6.50769995;0.114157973;<0,01;0.260804769;0.01609538;21.27421759;<0,01;<0,01;0.571286637;0.124192747;0.002281421;1.850471932;<0,01;<0,01;12.22056632;0.006038251;3.489816195;0.63338301;<0,01;<0,01;5.84947839
330;61AA1;371.9;219.4;98;152.5;41.00564668;6;1;1;AA;10;396.1954657;0.099;48.35;3.619419159;0.173385349;<0,01;<0,01;<0,01;0.043508886;0.140875596;<0,01;0.108365843;1.213697443;1.527958388;0.097550932;<0,01;0.216731686;0.009815778;34.54703078;<0,01;<0,01;<0,01;0.325097529;0.001084742;1.701343736;<0,01;<0,01;3.684438665;0.005079107;2.860858257;0.173385349;<0,01;<0,01;5.40745557
348;62AA1;266;150.43;98;115.57;43.44736842;6;2;1;AA;10;411.3579956;0.08101;47.358;6.097308489;0.124223602;<0,01;<0,01;<0,01;0.04552795;0.113871636;<0,01;4.14E-02;1.055900621;3.602484472;0.048136646;<0,01;0.155279503;0.010621118;34.50310559;<0,01;3.10E-04;0.144927536;0.217391304;0.00210766;1.076604555;<0,01;<0,01;30.30020704;0.004787785;3.053830228;0.631469979;<0,01;<0,01;4.937888199
366;63AA1;318.6;NA;95;318.6;100;6;3;1;AA;10;406.4215283;0.13676;47.9755;4.429860541;<0,01;<0,01;<0,01;<0,01;0.043919196;<0,01;<0,01;<0,01;0.584495488;5.424528302;0.044965135;<0,01;<0,01;0.009732363;30.68088597;<0,01;1.49E-04;<0,01;0.174323216;0.002164684;0.553732568;<0,01;<0,01;9.649302707;0.004627769;2.655865463;0.133305989;1.03E-02;<0,01;4.419606235
384;64AA1;281.5;127.7;92;153.8;54.63587922;6;4;1;AA;10;297.7819919;0.12057;47.405;12.05922242;<0,01;<0,01;<0,01;<0,01;0.048327306;0.13562387;<0,01;0.485985533;1.740506329;16.98688969;0.064308318;<0,01;0.192133816;0.010253165;31.06916817;<0,01;9.63E-04;1.311030741;0.621609403;0.001997061;1.231916817;<0,01;<0,01;10.36392405;0.008443716;3.074141049;0.519891501;<0,01;<0,01;7.741862568
402;65AA1;441.4;253.43;98;187.97;42.58495696;6;5;1;AA;10;440.7855991;0.1562;48.67;10.4638009;4.52E-02;<0,01;<0,01;<0,01;0.068766968;0.101809955;3.39E-02;0.56561086;0.803167421;3.14479638;0.301696833;<0,01;0.373303167;0.031085973;36.49321267;<0,01;<0,01;<0,01;0.837104072;0.001457014;6.798642534;<0,01;<0,01;19.02714932;0.005588235;3.766968326;1.21040724;<0,01;<0,01;3.608597285
331;61AA1;509.2;294.14;97;215.06;42.23487824;6;1;1;AA;10;517.9931687;0.12487;48.177;4.403854774;4.48E-02;<0,01;<0,01;<0,01;0.04292918;0.179291797;4.48E-02;0.100851636;1.355894218;2.285970417;0.089970865;<0,01;8.96E-02;0.009683998;34.02061856;<0,01;4.94E-04;0.112057373;0.627521291;0.001316674;1.367099955;<0,01;<0,01;16.39399372;0.004859928;2.846257284;0.425818019;<0,01;<0,01;4.773644106
349;62AA1;417.5;249.48;98;168.02;40.24431138;6;2;1;AA;10;452.4172431;0.1578;48.06;10.64508507;<0,01;<0,01;<0,01;<0,01;0.077504726;<0,01;<0,01;<0,01;0.508034026;21.06568998;0.353851607;<0,01;<0,01;0.039886578;40.93809074;<0,01;1.00E-03;<0,01;0.921550095;0.000582467;6.947069943;<0,01;<0,01;12.5;0.007286153;3.981568998;1.016068053;4.784971645;<0,01;3.119092628
367;63AA1;444.4;270.73;98;173.67;39.07965797;6;3;1;AA;10;406.3694336;0.1167;47.98;4.208871813;9.61E-02;<0,01;<0,01;<0,01;0.045476773;0.139713587;8.73E-03;0.10478519;1.065316102;3.999301432;0.062766329;<0,01;0.183374083;0.010033182;36.34299686;<0,01;<0,01;0.227034579;0.427872861;0.001231226;1.065316102;<0,01;<0,01;6.618931191;0.004566015;2.846664338;0.515193853;<0,01;<0,01;6.060076842
385;64AA1;378.9;214.71;97;164.19;43.33333333;6;4;1;AA;10;415.2283502;0.18058;47.992;5.107100357;3.97E-02;<0,01;<0,01;<0,01;0.043881396;0.128917096;<0,01;0.148750496;1.497421658;3.986513288;0.085521618;<0,01;0.138833796;0.009750099;34.01428005;<0,01;<0,01;8.93E-02;9.92E-03;0.000972828;1.517255058;<0,01;<0,01;15.86671956;0.004861166;2.885759619;0.198333994;<0,01;<0,01;6.158270528
403;65AA1;453.6;283.51;100;170.09;37.49779541;6;5;1;AA;10;454.7444486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8;11AA2;426.4;328.04;100;98.36;23.06754221;1;1;2;AA;10;445.0673986;0.2075;48.12;11.10843373;0.108433735;<0,01;<0,01;<0,01;0.049301205;0.120481928;3.61E-02;0.108433735;0.86746988;4.34939759;0.065253012;<0,01;0.144578313;0.013963855;25.43373494;<0,01;1.72E-04;0.21686747;0.457831325;0.001308434;1.277108434;<0,01;<0,01;7.397590361;0.004898795;2.722891566;0.746987952;<0,01;<0,01;2.698795181
44;12AA2;373.9;265.26;94;108.64;29.0558973;1;2;2;AA;10;515.2297197;0.1039;47.88;13.79815745;9.42E-02;<0,01;<0,01;<0,01;0.083134422;9.42E-02;4.19E-02;0.115159129;1.15159129;14.03894472;0.132014238;<0,01;5.23E-02;0.021377722;28.65368509;<0,01;1.80E-03;0.188442211;5.23E-02;0.000782035;2.42881072;<0,01;<0,01;16.90745394;0.005328727;5.161222781;0.30360134;<0,01;<0,01;3.318676717
80;13AA2;320.6;258.35;96;62.25;19.41671865;1;3;2;AA;10;376.1466677;0.14265;47.28;1.9875;<0,01;<0,01;<0,01;<0,01;0.0468875;<0,01;<0,01;<0,01;0.25;0.5875;0.0639625;<0,01;<0,01;0.0129625;22.9125;<0,01;<0,01;<0,01;0.2625;0.0005675;0.775;<0,01;<0,01;140.25;1.38375;2.2125;0.1125;2.45;<0,01;2.275
116;14AA2;327.3;262.86;100;64.44;19.6883593;1;4;2;AA;10;411.7600882;0.1135;48.84;16.99832776;3.34E-02;<0,01;<0,01;<0,01;0.055794314;8.36E-02;<0,01;6.69E-02;0.886287625;2.984949833;0.093561873;<0,01;0.175585284;0.015886288;30.409699;<0,01;<0,01;0.12541806;0.418060201;0.001371237;1.605351171;<0,01;<0,01;90.38461538;0.004770067;3.160535117;1.847826087;<0,01;<0,01;3.018394649
128;15AA2;389.5;305.89;95;83.61;21.46598203;1;5;2;AA;10;435.4294635;0.0892;47.39;4.957264957;<0,01;<0,01;<0,01;<0,01;0.05542735;<0,01;<0,01;9.62E-02;0.491452991;5.758547009;0.083376068;<0,01;<0,01;0.015576923;27.17948718;1.07E-02;1.16E-03;1.08974359;0.491452991;0.000928419;1.111111111;0.534188034;<0,01;14.98931624;0.005113248;2.692307692;0.138888889;1.698717949;<0,01;2.414529915
141;31AA2;231.3;169.24;95;62.06;26.83095547;3;1;2;AA;10;439.716479;0.1133;48.58;4.63747646;<0,01;<0,01;<0,01;<0,01;0.066890301;<0,01;<0,01;<0,01;0.423728814;0.741525424;0.107262241;<0,01;<0,01;0.017831921;24.05838041;<0,01;<0,01;<0,01;0.117702448;0.00152307;1.435969868;<0,01;<0,01;12.79425612;0.006000471;4.225517891;0.035310734;1.094632768;<0,01;2.895480226
153;32AA2;164.3;121.32;98;42.98;26.15946439;3;2;2;AA;10;427.5970147;0.13226;47.821;8.763365876;0.10460251;<0,01;<0,01;<0,01;0.068677359;0.10460251;6.97E-02;0.581125058;0.9995351;5.172013017;0.135983264;<0,01;0.232450023;0.019490934;27.89400279;<0,01;<0,01;0.278940028;0.139470014;0.003451883;2.429102743;<0,01;<0,01;9.879125988;0.006365644;4.474662947;0.790330079;<0,01;<0,01;4.207345421
165;33AA2;362.4;263.07;95;99.33;27.4089404;3;3;2;AA;10;473.0614039;0.1579;47.39;7.209208401;6.06E-02;<0,01;<0,01;<0,01;0.072092084;8.08E-02;3.03E-02;0.131260097;0.626009693;2.423263328;0.099273021;<0,01;0.242326333;0.018598546;26.36308562;<0,01;2.90E-04;<0,01;9.09E-02;0.001081381;2.029483037;<0,01;<0,01;14.24676898;0.004642569;4.573909532;0.272617124;<0,01;<0,01;3.362277868
177;34AA2;258.7;NA;93;258.7;100;3;4;2;AA;10;409.3719067;0.1455;47.68;5.802139037;<0,01;<0,01;<0,01;<0,01;0.072878788;<0,01;<0,01;<0,01;0.499108734;1.809269162;0.123975045;<0,01;<0,01;0.015561497;24.32263815;<0,01;<0,01;<0,01;5.35E-02;0.001046346;1.934046346;<0,01;<0,01;8.502673797;0.005446524;4.509803922;0.151515152;2.139037433;<0,01;3.270944742
189;35AA2;196;139.58;100;56.42;28.78571429;3;5;2;AA;10;448.7281294;0.09858;48.279;7.61068423;5.49E-02;<0,01;<0,01;<0,01;0.072639956;7.32E-02;<0,01;2.74E-02;0.695206733;1.600804976;0.112605196;<0,01;0.100622027;0.015120746;26.07025247;<0,01;1.15E-04;7.32E-02;6.40E-02;0.00158251;2.076472741;<0,01;<0,01;2.524698134;0.005200329;4.555433589;0.192096597;<0,01;<0,01;3.476033663
332;61AA2;212.5;NA;97;212.5;100;6;1;2;AA;10;409.3719067;0.096;47.65;6.561461794;<0,01;<0,01;<0,01;<0,01;0.064389535;0.145348837;<0,01;0.103820598;0.996677741;2.553986711;0.071791944;<0,01;9.34E-02;0.015936462;28.39493355;<0,01;<0,01;<0,01;0.664451827;0.001376661;1.370431894;<0,01;<0,01;4.069767442;0.0052201;3.830980066;0.415282392;<0,01;<0,01;4.215116279
350;62AA2;261.2;197.81;100;63.39;24.26875957;6;2;2;AA;10;491.3582965;0.06936;47.538;36.55186552;<0,01;<0,01;<0,01;<0,01;0.068245182;0.153751538;<0,01;7.18E-02;0.758507585;3.546535465;0.067876179;<0,01;0.184501845;0.018542435;31.69331693;<0,01;6.06E-04;4.10E-02;0.707257073;0.000826158;1.14801148;<0,01;<0,01;4.007790078;0.005369004;3.843788438;0.953259533;<0,01;<0,01;5.063550636
368;63AA2;344.8;254.77;98;90.03;26.11078886;6;3;2;AA;10;571.9909873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;64AA2;409.5;257.63;97;151.87;37.08669109;6;4;2;AA;10;433.6369937;0.1299;47.93;7.15261959;0.239179954;<0,01;<0,01;<0,01;0.099692483;0.170842825;2.28E-02;0.125284738;1.617312073;3.268792711;0.101218679;<0,01;0.398633257;0.028929385;39.96583144;<0,01;<0,01;0.284738041;0.398633257;0.001411162;2.050113895;<0,01;<0,01;26.61731207;0.006529613;4.157175399;0.603644647;<0,01;<0,01;5.854214123
404;65AA2;183.2;135.15;98;48.05;26.22816594;6;5;2;AA;10;420.2028619;0.1365;47.72;4.334396174;0.34874452;<0,01;<0,01;<0,01;0.045466321;0.169390195;6.97E-02;0.508170586;1.195695496;5.689517736;0.076325229;<0,01;8.97E-02;0.010691511;18.72259864;<0,01;<0,01;4.98E-02;0.308888003;0.004519729;1.285372658;<0,01;<0,01;6.775607812;0.005482264;2.829812674;1.026305301;<0,01;<0,01;4.364288561
333;61AA2;320.2;236.2;98;84;26.233604;6;1;2;AA;10;527.8180528;0.1454;47.91;12.16486595;8.00E-02;<0,01;<0,01;<0,01;0.08567427;0.220088035;<0,01;3.00E-02;1.360544218;3.621448579;0.092827131;<0,01;0.160064026;0.023219288;40.46618647;<0,01;<0,01;0.350140056;1.170468187;0.001696679;1.720688275;<0,01;<0,01;5.722288916;0.007186875;4.621848739;0.200080032;<0,01;<0,01;4.891956783
351;62AA2;193.2;140.37;98;52.83;27.3447205;6;2;2;AA;10;353.9014082;0.1474;47.75;5.638297872;1.18E-02;<0,01;<0,01;<0,01;0.050827423;0.212765957;3.55E-02;0.165484634;1.323877069;4.338061466;0.075141844;<0,01;0.283687943;0.012186761;21.82033097;<0,01;1.75E-04;0.212765957;0.508274232;0.00387234;1.134751773;<0,01;<0,01;10.20094563;0.006451537;2.919621749;0.73286052;<0,01;<0,01;4.75177305
369;63AA2;1399;101.2;98;1297.8;92.76626162;6;3;2;AA;10;423.5760747;0.1303;48.21;4.429586293;<0,01;<0,01;<0,01;<0,01;0.036011283;7.31E-02;<0,01;3.13E-02;0.867112411;4.387797743;0.062755955;<0,01;0.271625575;0.008269954;16.39155871;<0,01;<0,01;<0,01;0.114918512;0.005218345;0.929795236;<0,01;<0,01;8.817384037;0.004300042;2.298370247;0.647722524;<0,01;<0,01;3.760969494
387;64AA2;379.1;237.44;100;141.66;37.36744922;6;4;2;AA;10;492.9541511;0.126;47.91;7.37724842;<0,01;<0,01;<0,01;<0,01;0.100656296;0.145843461;4.86E-02;0.13368984;1.081672338;5.347593583;0.158604764;<0,01;0.218765192;0.021840058;31.45357316;<0,01;3.18E-04;0.364608653;0.571220224;0.001781721;2.479338843;<0,01;<0,01;35.61011181;0.006238454;3.864851726;0.947982499;<0,01;<0,01;6.842489062
405;65AA2;239.8;180.49;100;59.31;24.73311093;6;5;2;AA;10;455.0521134;0.137;49.8;7.083520431;0.112258644;<0,01;<0,01;<0,01;0.049618321;0.17961383;3.37E-02;8.98E-02;1.189941626;6.82532555;0.073271217;<0,01;0.168387966;0.012303547;22.97934441;<0,01;<0,01;6.74E-02;0.774584643;0.001702964;1.335877863;<0,01;<0,01;12.20251459;0.005353615;2.907498877;1.504265828;<0,01;<0,01;5.848675348
9;11AA4;337.7;236.85;91;100.85;29.86378442;1;1;4;AA;10;351.4559596;0.11391;47.73;5.962962963;0.148148148;<0,01;<0,01;<0,01;0.071444444;0.160493827;<0,01;0.12345679;1.12345679;9.222222222;0.073481481;<0,01;0.24691358;0.016209877;25.65432099;<0,01;<0,01;0.37037037;0.160493827;0.001667901;1.62962963;<0,01;<0,01;9.777777778;0.005490123;4.395061728;0.481481481;<0,01;<0,01;5.382716049
9;11AA4;337.7;236.85;91;100.85;29.86378442;1;1;4;AA;10;351.4559596;0.11391;47.73;5.962962963;0.148148148;<0,01;<0,01;<0,01;0.071444444;0.160493827;<0,01;0.12345679;1.12345679;9.222222222;0.073481481;<0,01;0.24691358;0.016209877;25.65432099;<0,01;<0,01;0.37037037;0.160493827;0.001667901;1.62962963;<0,01;<0,01;9.777777778;0.005490123;4.395061728;0.481481481;<0,01;<0,01;5.382716049
45;12AA4;216.8;154.65;92;62.15;28.66697417;1;2;4;AA;10;470.3789199;0.21073;47.408;6.40080429;8.38E-03;<0,01;<0,01;<0,01;0.203502011;0.125670241;3.35E-02;0.100536193;0.980227882;40.21447721;0.058796917;<0,01;0.19269437;0.046020442;113.9410188;<0,01;<0,01;6.70E-02;0.276474531;0.002004021;0.904825737;<0,01;<0,01;10.38873995;0.007581267;9.081769437;0.377010724;8.38E-03;<0,01;6.928619303
81;13AA4;285.1;124.65;88;160.45;56.27849877;1;3;4;AA;10;355.4420296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
117;14AA4;296.2;140.57;82;155.63;52.54220122;1;4;4;AA;10;213.4485566;0.23116;46.708;38.78250591;0.11820331;<0,01;<0,01;<0,01;0.154018913;0.36643026;<0,01;0.11820331;2.269503546;18.5106383;0.086182033;<0,01;0.189125296;0.027742317;72.08037825;<0,01;1.93E-04;2.36E-02;0.36643026;0.004367612;2.033096927;<0,01;<0,01;52.78959811;0.010630024;8.510638298;1.713947991;<0,01;<0,01;5.189125296
129;15AA4;267;142.09;85;124.91;46.78277154;1;5;4;AA;10;369.1758125;0.18547;48.079;15.11904762;2.16E-02;<0,01;<0,01;<0,01;0.309415584;0.173160173;3.25E-02;0.497835498;1.341991342;4.967532468;0.030984848;<0,01;0.346320346;0.036406926;78.62554113;<0,01;5.18E-04;6.49E-02;0.595238095;0.005;0.800865801;<0,01;<0,01;20.8008658;0.013398268;16.98051948;1.038961039;<0,01;<0,01;8.874458874
142;31AA4;288;135.2;85;152.8;53.05555556;3;1;4;AA;10;254.7597903;0.1685;48.03;26.04628262;9.85E-02;<0,01;<0,01;<0,01;0.143279173;0.332348597;<0,01;0.258493353;2.080256032;12.96159527;0.087986214;<0,01;0.196947317;0.025356967;50.28311177;<0,01;4.20E-03;0.246184146;0.258493353;0.004953225;1.969473166;<0,01;<0,01;31.05612999;0.011723289;7.902511078;0.99704579;<0,01;<0,01;6.302314131
154;32AA4;266.3;168.74;90;97.56;36.63537364;3;2;4;AA;10;311.2306974;0.1958;48.21;23.22227747;<0,01;<0,01;<0,01;<0,01;0.074254102;<0,01;<0,01;<0,01;0.857782198;7.023868722;0.070350572;<0,01;<0,01;0.01689458;31.53903531;<0,01;3.51E-04;<0,01;0.174042765;0.004669319;2.026355047;0.236200895;<0,01;30.27100945;0.006690701;3.667329687;0.559423173;0.571854799;<0,01;4.090004973
166;33AA4;490.1;193.85;98;296.25;60.44684758;3;3;4;AA;10;269.855561;0.2615;49.71;10.57326356;8.33E-02;<0,01;<0,01;<0,01;0.079876308;0.190294957;5.95E-02;<0,01;1.986203616;6.303520457;0.149857279;<0,01;8.33E-02;0.015853949;31.49381541;<0,01;<0,01;0.178401522;0.261655566;0.008395576;4.436251189;<0,01;<0,01;8.682207422;0.007909134;4.70980019;0.451950523;<0,01;<0,01;6.279733587
178;34AA4;487.4;228.38;75;259.02;53.14320886;3;4;4;AA;10;340.1847084;0.24208;46.996;8.917384495;2.94E-02;<0,01;<0,01;<0,01;0.07527408;6.85E-02;<0,01;0.156617071;1.92834769;6.499608457;0.07178935;<0,01;0.195771339;0.013645262;29.31675803;<0,01;3.99E-04;0.215348473;0.117462803;0.003730423;2.662490211;<0,01;<0,01;9.710258418;0.007030149;4.776820673;0.430696946;<0,01;<0,01;5.873140172
190;35AA4;590.4;145.24;75;445.16;75.399729;3;5;4;AA;10;192.1146;0.1244;47.508;19.03131115;6.12E-02;<0,01;<0,01;<0,01;0.06715998;2.45E-02;1.22E-02;0.195694716;0.660469667;5.675146771;0.22407045;<0,01;0.256849315;0.01115093;53.93835616;<0,01;1.79E-03;0.660469667;0.330234834;0.013197162;5.393835616;<0,01;<0,01;16.45058708;0.009683219;4.586594912;0.51369863;<0,01;<0,01;3.13111546
334;61AA4;239.7;150.25;96;89.45;37.31748018;6;1;4;AA;10;288.053215;0.19113;51.862;35.87001661;<0,01;<0,01;<0,01;<0,01;0.163932724;0.705980066;2.08E-02;0.103820598;2.294435216;20.62915282;0.022362957;<0,01;0.218023256;0.025218023;67.55606312;<0,01;6.72E-04;0.207641196;0.924003322;0.002993148;1.079734219;<0,01;<0,01;42.52491694;0.010901163;9.416528239;1.796096346;<0,01;<0,01;10.15365449
352;62AA4;175;95.33;90;79.67;45.52571429;6;2;4;AA;10;208.1240154;0.17485;48.195;8.751044277;<0,01;<0,01;<0,01;<0,01;0.159983292;0.219298246;<0,01;<0,01;0.824979114;6.129908104;0.050772765;<0,01;<0,01;0.037656642;48.03675856;<0,01;1.15E-03;<0,01;0.208855472;0.001422306;0.835421888;<0,01;<0,01;30.14828739;0.009730576;10.76649958;0.574352548;5.231829574;<0,01;9.335839599
